parentEventID,eventID,occurenceID,individualCount,organsimQuantity,organsimQuantityType,scientificName,kingdom,phylum,class,taxonRank,dynamicProperties,,,,,,,,
10602-4,10602-4.1,10602-4.1-11,1,1,individuals,Myiarchus antillarum,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-4,10602-4.1,10602-4.1-12,1,1,individuals,Crotophaga ani,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-4,10602-4.1,10602-4.1-13,1,1,individuals,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-4,10602-4.1,10602-4.1-14,1,1,individuals,Zenaida aurita,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-4,10602-4.2,10602-4.2-1,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
10602-4,10602-4.2,10602-4.2-2,1,1,individuals,Icterus icterus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
10602-4,10602-4.2,10602-4.2-3,2,2,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-4,10602-4.2,10602-4.2-4,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-4,10602-4.2,10602-4.2-5,1,1,individuals,Todus mexicanus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-4,10602-4.2,10602-4.2-6,1,1,individuals,Vireo latimeri,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-4,10602-4.2,10602-4.2-7,1,1,individuals,Crotophaga ani,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-4,10602-4.2,10602-4.2-8,3,3,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-4,10602-4.2,10602-4.2-9,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-4,10602-4.2,10602-4.2-10,1,1,individuals,Elaenia martinica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-4,10602-4.2,10602-4.2-11,1,1,individuals,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-4,10602-4.2,10602-4.2-12,1,1,individuals,Cathartes aura,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""Fly-over/Volandos""}""",,,,,,,,
10602-4,10602-4.3,10602-4.3-1,1,1,individuals,Myiarchus antillarum,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
10602-4,10602-4.3,10602-4.3-2,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
10602-4,10602-4.3,10602-4.3-3,1,1,individuals,Elaenia martinica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
10602-4,10602-4.3,10602-4.3-4,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
10602-4,10602-4.3,10602-4.3-5,1,1,individuals,Myiarchus antillarum,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
10602-4,10602-4.3,10602-4.3-6,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
10602-4,10602-4.3,10602-4.3-7,1,1,individuals,Icterus icterus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
10602-4,10602-4.3,10602-4.3-8,1,1,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-4,10602-4.3,10602-4.3-9,2,2,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-4,10602-4.3,10602-4.3-10,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-4,10602-4.3,10602-4.3-11,2,2,individuals,Elaenia martinica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-4,10602-4.3,10602-4.3-12,1,1,individuals,Crotophaga ani,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-4,10602-4.3,10602-4.3-13,1,1,individuals,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-4,10602-4.4,10602-4.4-1,2,2,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
10602-4,10602-4.4,10602-4.4-2,1,1,individuals,Elaenia martinica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
10602-4,10602-4.4,10602-4.4-3,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
10602-4,10602-4.4,10602-4.4-4,1,1,individuals,Myiarchus antillarum,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
10602-4,10602-4.4,10602-4.4-5,1,1,individuals,Crotophaga ani,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
10602-4,10602-4.4,10602-4.4-6,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
10602-4,10602-4.4,10602-4.4-7,2,2,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-4,10602-4.4,10602-4.4-8,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-4,10602-4.4,10602-4.4-9,1,1,individuals,Myiarchus antillarum,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-4,10602-4.4,10602-4.4-10,2,2,individuals,Columbina passerina,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-5,10602-5.1,10602-5.1-1,1,1,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-5,10602-5.1,10602-5.1-2,2,2,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-5,10602-5.1,10602-5.1-3,1,1,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-5,10602-5.1,10602-5.1-4,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-5,10602-5.1,10602-5.1-5,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-5,10602-5.1,10602-5.1-6,2,2,individuals,Elaenia martinica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-5,10602-5.1,10602-5.1-7,1,1,individuals,Icterus icterus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-5,10602-5.1,10602-5.1-8,1,1,individuals,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-5,10602-5.2,10602-5.2-1,2,2,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
10602-5,10602-5.2,10602-5.2-2,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-5,10602-5.2,10602-5.2-3,1,1,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-5,10602-5.2,10602-5.2-4,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-5,10602-5.2,10602-5.2-5,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-5,10602-5.2,10602-5.2-6,1,1,individuals,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-5,10602-5.2,10602-5.2-7,1,1,individuals,Cathartes aura,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""Fly-over/Volandos""}""",,,,,,,,
10602-5,10602-5.3,10602-5.3-1,4,4,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
10602-5,10602-5.3,10602-5.3-2,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
10602-5,10602-5.3,10602-5.3-3,1,1,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-5,10602-5.3,10602-5.3-4,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-5,10602-5.3,10602-5.3-5,1,1,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-5,10602-5.3,10602-5.3-6,1,1,individuals,Todus mexicanus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-5,10602-5.4,10602-5.4-1,2,2,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
10602-5,10602-5.4,10602-5.4-2,2,2,individuals,Elaenia martinica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
10602-5,10602-5.4,10602-5.4-3,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
10602-5,10602-5.4,10602-5.4-4,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-5,10602-5.4,10602-5.4-5,3,3,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-5,10602-5.4,10602-5.4-6,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
10602-5,10602-5.4,10602-5.4-7,1,1,individuals,Elaenia martinica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
10602-5,10602-5.4,10602-5.4-8,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.1,1342-1.1-1,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-1,1342-1.1,1342-1.1-2,1,1,individuals,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-1,1342-1.1,1342-1.1-3,1,1,individuals,Tyrannus caudifasciatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-1,1342-1.1,1342-1.1-4,1,1,individuals,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
1342-1,1342-1.1,1342-1.1-5,1,1,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.1,1342-1.1-6,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.1,1342-1.1-7,1,1,individuals,Columbina passerina,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.1,1342-1.1-8,1,1,individuals,Vireo latimeri,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.1,1342-1.1-9,2,2,individuals,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.2,1342-1.2-1,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-1,1342-1.2,1342-1.2-2,1,1,individuals,Columbina passerina,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-1,1342-1.2,1342-1.2-3,2,2,individuals,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-1,1342-1.2,1342-1.2-4,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.2,1342-1.2-5,1,1,individuals,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.3,1342-1.3-1,1,1,individuals,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-1,1342-1.3,1342-1.3-2,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-1,1342-1.3,1342-1.3-3,1,1,individuals,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-1,1342-1.3,1342-1.3-4,1,1,individuals,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-1,1342-1.3,1342-1.3-5,1,1,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.3,1342-1.3-6,2,2,individuals,Quiscalus niger,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.3,1342-1.3-7,1,1,individuals,Myiarchus antillarum,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.3,1342-1.3-8,1,1,individuals,Molothrus bonariensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.3,1342-1.3-9,1,1,individuals,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.4,1342-1.4-1,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-1,1342-1.4,1342-1.4-2,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-1,1342-1.4,1342-1.4-3,1,1,individuals,Todus mexicanus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-1,1342-1.4,1342-1.4-4,1,1,individuals,Turdus plumbeus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-1,1342-1.4,1342-1.4-5,1,1,individuals,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-1,1342-1.4,1342-1.4-6,1,1,individuals,Todus mexicanus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
1342-1,1342-1.4,1342-1.4-7,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.4,1342-1.4-8,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.4,1342-1.4-9,2,2,individuals,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-1,1342-1.4,1342-1.4-10,1,1,individuals,Tyrannus caudifasciatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-2,1342-2.1,1342-2.1-1,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-2,1342-2.1,1342-2.1-2,1,1,individuals,Todus mexicanus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-2,1342-2.1,1342-2.1-3,1,1,individuals,Coccyzus vieilloti,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
1342-2,1342-2.1,1342-2.1-4,1,1,individuals,Vireo latimeri,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
1342-2,1342-2.1,1342-2.1-5,1,1,individuals,Contopus latirostris,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
1342-2,1342-2.1,1342-2.1-6,1,1,individuals,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-2,1342-2.1,1342-2.1-7,1,1,individuals,Geotrygon chrysia,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-2,1342-2.1,1342-2.1-8,1,1,individuals,Turdus plumbeus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-2,1342-2.1,1342-2.1-9,1,1,individuals,Crotophaga ani,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-2,1342-2.2,1342-2.2-1,1,1,individuals,Turdus plumbeus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-2,1342-2.2,1342-2.2-2,1,1,individuals,Molothrus bonariensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-2,1342-2.2,1342-2.2-3,2,2,individuals,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
1342-2,1342-2.2,1342-2.2-4,1,1,individuals,Vireo latimeri,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
1342-2,1342-2.2,1342-2.2-5,2,2,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
1342-2,1342-2.2,1342-2.2-6,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
1342-2,1342-2.2,1342-2.2-7,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-2,1342-2.2,1342-2.2-8,2,2,individuals,Vireo latimeri,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-2,1342-2.3,1342-2.3-1,1,1,individuals,Turdus plumbeus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-2,1342-2.3,1342-2.3-2,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-2,1342-2.3,1342-2.3-3,1,1,individuals,Todus mexicanus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-2,1342-2.3,1342-2.3-4,1,1,individuals,Setophaga citrina,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
1342-2,1342-2.3,1342-2.3-5,1,1,individuals,Tyrannus caudifasciatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
1342-2,1342-2.3,1342-2.3-6,1,1,individuals,Vireo latimeri,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
1342-2,1342-2.3,1342-2.3-7,1,1,individuals,Turdus plumbeus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
1342-2,1342-2.3,1342-2.3-8,3,3,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
1342-2,1342-2.3,1342-2.3-9,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-2,1342-2.3,1342-2.3-10,1,1,individuals,Vireo latimeri,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
1342-2,1342-2.4,1342-2.4-1,2,2,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-2,1342-2.4,1342-2.4-2,1,1,individuals,Contopus latirostris,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
1342-2,1342-2.4,1342-2.4-3,1,1,individuals,Tyrannus dominicensis,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
1342-2,1342-2.4,1342-2.4-4,1,1,individuals,Tyrannus caudifasciatus,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
1342-2,1342-2.4,1342-2.4-5,1,1,individuals,Crotophaga ani,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
1342-2,1342-2.4,1342-2.4-6,2,2,individuals,Zenaida asiatica,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
1342-2,1342-2.4,1342-2.4-7,2,2,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
1342-2,1342-2.4,1342-2.4-8,1,1,individuals,Setophaga adelaidae,Animalia,Chordata,Aves,species,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
